mse_id,snp_id,state,category_l1,match_score,rank
MSE00976,SNP008,Himachal Pradesh,Services,0.6314,1
MSE00978,SNP024,Madhya Pradesh,Food & Beverage,0.7272,1
MSE00981,SNP007,Maharashtra,Fashion,0.7581,1
MSE00984,SNP006,Himachal Pradesh,Handicrafts & Handloom,0.814,1
MSE00986,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8481,1
MSE00989,SNP024,Gujarat,Food & Beverage,0.6282,1
MSE00990,SNP004,Tamil Nadu,Agriculture,0.8968,1
MSE00992,SNP024,Gujarat,Food & Beverage,0.6977,1
MSE00994,SNP024,Uttar Pradesh,Food & Beverage,0.6752,1
MSE00995,SNP006,West Bengal,Handicrafts & Handloom,0.7575,1
MSE00996,SNP004,Karnataka,Agriculture,0.8215,1
MSE00997,SNP024,Maharashtra,Food & Beverage,0.7921,1
MSE01000,SNP006,Tamil Nadu,Handicrafts & Handloom,0.8651,1
MSE01001,SNP007,Uttar Pradesh,Home & Kitchen,0.6241,1
MSE01004,SNP024,Manipur,Food & Beverage,0.8971,1
MSE01005,SNP018,Delhi,Handicrafts & Handloom,0.7766,1
MSE01008,SNP007,Gujarat,Home & Kitchen,0.7285,1
MSE01015,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7011,1
MSE01017,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.6743,1
MSE01022,SNP024,Chhattisgarh,Food & Beverage,0.6486,1
MSE01023,SNP024,Maharashtra,Food & Beverage,0.9346,1
MSE01025,SNP017,Kerala,Food & Beverage,0.6927,1
MSE01026,SNP007,Madhya Pradesh,Home & Kitchen,0.622,1
MSE01028,SNP007,Madhya Pradesh,Home & Kitchen,0.7463,1
MSE01029,SNP007,Tamil Nadu,Fashion,0.6941,1
MSE01030,SNP007,Maharashtra,Fashion,0.7169,1
MSE01031,SNP007,Tamil Nadu,Home & Kitchen,0.7941,1
MSE01032,SNP007,Jammu & Kashmir,Fashion,0.8751,1
MSE01033,SNP007,Gujarat,Beauty & Personal Care,0.8392,1
MSE01035,SNP007,Madhya Pradesh,Beauty & Personal Care,0.9202,1
MSE01036,SNP007,Ladakh,Home & Kitchen,0.6773,1
MSE01037,SNP007,Kerala,Fashion,0.7229,1
MSE01039,SNP007,Tamil Nadu,Home & Kitchen,0.7561,1
MSE01040,SNP007,Rajasthan,Fashion,0.7167,1
MSE01041,SNP007,Rajasthan,Home & Kitchen,0.6728,1
MSE01043,SNP004,Manipur,Agriculture,0.694,1
MSE01047,SNP008,Haryana,Services,0.7819,1
MSE01049,SNP017,Karnataka,Food & Beverage,0.6692,1
MSE01052,SNP024,Andhra Pradesh,Food & Beverage,0.6718,1
MSE01053,SNP007,Karnataka,Beauty & Personal Care,0.6551,1
MSE01060,SNP007,Uttar Pradesh,Fashion,0.8852,1
MSE01061,SNP024,Rajasthan,Food & Beverage,0.6615,1
MSE01065,SNP007,West Bengal,Fashion,0.6753,1
MSE01066,SNP007,Uttar Pradesh,Beauty & Personal Care,0.8347,1
MSE01067,SNP024,Delhi,Food & Beverage,0.9277,1
MSE01068,SNP007,Telangana,Beauty & Personal Care,0.8765,1
MSE01069,SNP004,Telangana,Food & Beverage,0.8055,1
MSE01071,SNP018,Delhi,Handicrafts & Handloom,0.7072,1
MSE01072,SNP008,Assam,Services,0.6474,1
MSE01074,SNP020,Rajasthan,Services,0.8601,1
MSE01075,SNP024,Uttar Pradesh,Food & Beverage,0.6332,1
MSE01076,SNP007,Kerala,Home & Kitchen,0.6419,1
MSE01077,SNP020,Rajasthan,Services,0.7621,1
MSE01078,SNP011,Rajasthan,Agriculture,0.7913,1
MSE01082,SNP024,Uttar Pradesh,Food & Beverage,0.8216,1
MSE01083,SNP008,Punjab,Services,0.7429,1
MSE01084,SNP008,Uttar Pradesh,Services,0.6736,1
MSE01085,SNP024,Chhattisgarh,Food & Beverage,0.6477,1
MSE01086,SNP007,Karnataka,Fashion,0.7231,1
MSE01091,SNP017,Tamil Nadu,Food & Beverage,0.9144,1
MSE01093,SNP017,Kerala,Food & Beverage,0.633,1
MSE01094,SNP007,West Bengal,Home & Kitchen,0.7819,1
MSE01095,SNP008,Mizoram,Services,0.6553,1
MSE01096,SNP004,Karnataka,Agriculture,0.766,1
MSE01097,SNP004,Karnataka,Agriculture,0.9139,1
MSE01099,SNP024,Gujarat,Food & Beverage,0.9156,1
MSE01100,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.8607,1
MSE01102,SNP004,Bihar,Agriculture,0.7975,1
MSE01106,SNP024,Gujarat,Food & Beverage,0.9285,1
MSE01110,SNP006,Odisha,Handicrafts & Handloom,0.8641,1
MSE01111,SNP008,Punjab,Services,0.8517,1
MSE01112,SNP007,Nagaland,Beauty & Personal Care,0.6401,1
MSE01113,SNP007,Gujarat,Home & Kitchen,0.8708,1
MSE01117,SNP002,Rajasthan,Electronics,0.6811,1
MSE01118,SNP006,Jammu & Kashmir,Handicrafts & Handloom,0.6695,1
MSE01119,SNP017,Kerala,Food & Beverage,0.7513,1
MSE01121,SNP007,Uttar Pradesh,Home & Kitchen,0.7337,1
MSE01125,SNP024,Maharashtra,Food & Beverage,0.9124,1
MSE01126,SNP024,Uttarakhand,Food & Beverage,0.8138,1
MSE01133,SNP007,Chhattisgarh,Home & Kitchen,0.6938,1
MSE01136,SNP004,Andhra Pradesh,Agriculture,0.873,1
MSE01137,SNP024,West Bengal,Food & Beverage,0.6564,1
MSE01138,SNP008,Maharashtra,Services,0.8071,1
MSE01140,SNP024,Himachal Pradesh,Food & Beverage,0.9108,1
MSE01141,SNP008,Uttar Pradesh,Services,0.8584,1
MSE01143,SNP012,Uttar Pradesh,Agriculture,0.6367,1
MSE01145,SNP024,Gujarat,Food & Beverage,0.7172,1
MSE01146,SNP007,Bihar,Fashion,0.7864,1
MSE01149,SNP024,Uttar Pradesh,Food & Beverage,0.6411,1
MSE01154,SNP007,Chhattisgarh,Beauty & Personal Care,0.7159,1
MSE01156,SNP004,Tamil Nadu,Agriculture,0.8239,1
MSE01159,SNP007,Tamil Nadu,Fashion,0.7647,1
MSE01160,SNP017,Tamil Nadu,Food & Beverage,0.6435,1
MSE01161,SNP007,West Bengal,Beauty & Personal Care,0.6493,1
MSE01162,SNP006,Tamil Nadu,Handicrafts & Handloom,0.7284,1
MSE01163,SNP007,West Bengal,Home & Kitchen,0.9311,1
MSE01164,SNP024,Uttar Pradesh,Food & Beverage,0.8914,1
MSE01165,SNP007,Gujarat,Home & Kitchen,0.8419,1
MSE01166,SNP006,Rajasthan,Handicrafts & Handloom,0.6867,1
MSE01169,SNP007,Madhya Pradesh,Home & Kitchen,0.624,1
MSE01170,SNP007,Manipur,Home & Kitchen,0.7201,1
MSE01172,SNP002,Mizoram,Electronics,0.7244,1
MSE01178,SNP007,Andhra Pradesh,Fashion,0.7205,1
MSE01179,SNP007,Kerala,Home & Kitchen,0.7888,1
MSE01181,SNP007,Karnataka,Home & Kitchen,0.7103,1
MSE01182,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.809,1
MSE01183,SNP024,Uttar Pradesh,Food & Beverage,0.6889,1
MSE01184,SNP024,Rajasthan,Food & Beverage,0.7353,1
MSE01185,SNP024,Maharashtra,Food & Beverage,0.6962,1
MSE01187,SNP006,Tamil Nadu,Handicrafts & Handloom,0.6779,1
MSE01189,SNP002,West Bengal,Electronics,0.6318,1
MSE01193,SNP007,Uttar Pradesh,Fashion,0.6553,1
MSE01194,SNP024,Uttar Pradesh,Food & Beverage,0.8148,1
MSE01195,SNP023,Telangana,Services,0.8045,1
MSE01196,SNP024,Assam,Food & Beverage,0.7222,1
MSE01200,SNP017,Tamil Nadu,Food & Beverage,0.661,1
MSE01205,SNP008,Maharashtra,Services,0.8027,1
MSE01207,SNP024,Rajasthan,Food & Beverage,0.6783,1
MSE01208,SNP017,Kerala,Food & Beverage,0.8822,1
MSE01210,SNP025,Uttar Pradesh,Electronics,0.9242,1
MSE01211,SNP007,Jammu & Kashmir,Beauty & Personal Care,0.9142,1
MSE01212,SNP024,Odisha,Food & Beverage,0.8718,1
MSE01214,SNP024,Maharashtra,Food & Beverage,0.7317,1
MSE01215,SNP017,Tamil Nadu,Food & Beverage,0.7375,1
MSE01216,SNP006,Odisha,Handicrafts & Handloom,0.6604,1
MSE01218,SNP004,Odisha,Agriculture,0.6593,1
MSE01221,SNP024,Uttar Pradesh,Food & Beverage,0.8413,1
MSE01222,SNP007,Bihar,Home & Kitchen,0.8557,1
MSE01224,SNP007,Goa,Home & Kitchen,0.6561,1
MSE01228,SNP024,Rajasthan,Food & Beverage,0.7888,1
MSE01229,SNP007,Tamil Nadu,Home & Kitchen,0.7893,1
MSE01230,SNP017,Karnataka,Food & Beverage,0.9079,1
MSE01231,SNP025,Delhi,Electronics,0.8171,1
MSE01233,SNP007,Punjab,Fashion,0.7509,1
MSE01236,SNP017,Karnataka,Food & Beverage,0.8506,1
MSE01237,SNP007,Rajasthan,Fashion,0.9169,1
MSE01238,SNP023,Telangana,Services,0.8569,1
MSE01239,SNP007,Uttar Pradesh,Home & Kitchen,0.7633,1
MSE01240,SNP007,Lakshadweep,Fashion,0.8358,1
MSE01244,SNP024,Punjab,Food & Beverage,0.6866,1
MSE01248,SNP024,Andhra Pradesh,Food & Beverage,0.9109,1
MSE01250,SNP017,Karnataka,Food & Beverage,0.7426,1
MSE01251,SNP007,Uttar Pradesh,Home & Kitchen,0.8887,1
MSE01255,SNP006,Gujarat,Handicrafts & Handloom,0.652,1
MSE01257,SNP007,Manipur,Fashion,0.6734,1
MSE01258,SNP024,West Bengal,Food & Beverage,0.8655,1
MSE01260,SNP007,Tamil Nadu,Beauty & Personal Care,0.7805,1
MSE01261,SNP006,Gujarat,Handicrafts & Handloom,0.6737,1
MSE01268,SNP002,Telangana,Electronics,0.8884,1
MSE01270,SNP007,Tamil Nadu,Home & Kitchen,0.6917,1
MSE01276,SNP007,Tamil Nadu,Home & Kitchen,0.7706,1
MSE01278,SNP017,Tamil Nadu,Food & Beverage,0.915,1
MSE01279,SNP024,West Bengal,Food & Beverage,0.7074,1
MSE01280,SNP025,Uttar Pradesh,Electronics,0.8292,1
MSE01283,SNP004,Jammu & Kashmir,Agriculture,0.7961,1
MSE01288,SNP004,Sikkim,Agriculture,0.6826,1
MSE01289,SNP007,Tamil Nadu,Fashion,0.7649,1
MSE01292,SNP006,Rajasthan,Handicrafts & Handloom,0.6626,1
MSE01294,SNP024,Bihar,Food & Beverage,0.6906,1
MSE01295,SNP004,Jammu & Kashmir,Agriculture,0.6711,1
MSE01296,SNP007,Uttar Pradesh,Fashion,0.8061,1
MSE01297,SNP024,Odisha,Food & Beverage,0.8982,1
MSE01304,SNP024,Uttar Pradesh,Food & Beverage,0.673,1
MSE01305,SNP007,Rajasthan,Home & Kitchen,0.687,1
MSE01311,SNP024,Punjab,Food & Beverage,0.7779,1
MSE01313,SNP007,Rajasthan,Fashion,0.6222,1
MSE01316,SNP020,Gujarat,Services,0.84,1
MSE01318,SNP008,Bihar,Services,0.8227,1
MSE01320,SNP024,Maharashtra,Food & Beverage,0.7113,1
MSE01324,SNP020,Maharashtra,Agriculture,0.9295,1
MSE01326,SNP024,Uttar Pradesh,Food & Beverage,0.9322,1
MSE01327,SNP004,Tamil Nadu,Agriculture,0.8614,1
MSE01329,SNP007,West Bengal,Beauty & Personal Care,0.8009,1
MSE01333,SNP007,Rajasthan,Home & Kitchen,0.742,1
MSE01335,SNP007,Odisha,Beauty & Personal Care,0.6729,1
MSE01337,SNP007,Maharashtra,Home & Kitchen,0.8106,1
MSE01338,SNP002,Tamil Nadu,Electronics,0.8432,1
MSE01339,SNP024,Delhi,Food & Beverage,0.7701,1
MSE01341,SNP006,Chhattisgarh,Handicrafts & Handloom,0.7165,1
MSE01342,SNP008,Bihar,Services,0.8572,1
MSE01343,SNP007,Andhra Pradesh,Home & Kitchen,0.8541,1
MSE01345,SNP007,Himachal Pradesh,Home & Kitchen,0.8452,1
MSE01348,SNP008,Odisha,Services,0.9356,1
MSE01350,SNP020,Rajasthan,Services,0.621,1
MSE01351,SNP007,Telangana,Home & Kitchen,0.8662,1
MSE01354,SNP006,West Bengal,Handicrafts & Handloom,0.9104,1
MSE01356,SNP002,Nagaland,Electronics,0.7155,1
MSE01359,SNP007,Maharashtra,Beauty & Personal Care,0.8979,1
MSE01360,SNP004,Telangana,Food & Beverage,0.6545,1
MSE01361,SNP007,Rajasthan,Home & Kitchen,0.8786,1
MSE01363,SNP024,West Bengal,Food & Beverage,0.7175,1
MSE01364,SNP002,Punjab,Electronics,0.9071,1
MSE01366,SNP007,Maharashtra,Fashion,0.7651,1
MSE01367,SNP024,Maharashtra,Food & Beverage,0.7913,1
MSE01368,SNP024,Maharashtra,Food & Beverage,0.9185,1
MSE01369,SNP024,Uttar Pradesh,Food & Beverage,0.6372,1
MSE01370,SNP007,Bihar,Home & Kitchen,0.8032,1
MSE01371,SNP017,Tamil Nadu,Food & Beverage,0.6629,1
MSE01373,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7638,1
MSE01374,SNP006,Telangana,Handicrafts & Handloom,0.8333,1
MSE01378,SNP007,Karnataka,Home & Kitchen,0.6407,1
MSE01379,SNP002,Assam,Electronics,0.9287,1
MSE01380,SNP024,Madhya Pradesh,Food & Beverage,0.6378,1
MSE01382,SNP007,Punjab,Fashion,0.779,1
MSE01383,SNP006,Tamil Nadu,Handicrafts & Handloom,0.9041,1
MSE01388,SNP007,Tamil Nadu,Home & Kitchen,0.8932,1
MSE01391,SNP024,Uttar Pradesh,Food & Beverage,0.9293,1
MSE01393,SNP008,Jharkhand,Services,0.6945,1
MSE01397,SNP007,Odisha,Fashion,0.6335,1
MSE01398,SNP011,Rajasthan,Agriculture,0.6566,1
MSE01400,SNP008,West Bengal,Services,0.9294,1
MSE01402,SNP007,Uttar Pradesh,Home & Kitchen,0.8802,1
MSE01403,SNP007,Gujarat,Home & Kitchen,0.769,1
MSE01405,SNP024,Maharashtra,Food & Beverage,0.8465,1
MSE01406,SNP007,Uttar Pradesh,Fashion,0.6607,1
MSE01409,SNP004,Uttarakhand,Agriculture,0.7451,1
MSE01410,SNP007,Uttar Pradesh,Beauty & Personal Care,0.7519,1
MSE01411,SNP006,Gujarat,Handicrafts & Handloom,0.6916,1
MSE01413,SNP004,Telangana,Food & Beverage,0.65,1
MSE01415,SNP004,Odisha,Agriculture,0.8777,1
MSE01416,SNP012,Uttar Pradesh,Agriculture,0.7593,1
MSE01418,SNP007,Tamil Nadu,Fashion,0.8038,1
MSE01419,SNP017,Tamil Nadu,Food & Beverage,0.7712,1
MSE01421,SNP007,Uttar Pradesh,Home & Kitchen,0.6866,1
MSE01426,SNP007,Nagaland,Fashion,0.8573,1
MSE01427,SNP007,West Bengal,Beauty & Personal Care,0.8656,1
MSE01428,SNP004,Tamil Nadu,Agriculture,0.9039,1
MSE01431,SNP007,Rajasthan,Fashion,0.6945,1
MSE01434,SNP007,Maharashtra,Home & Kitchen,0.7472,1
MSE01436,SNP024,Maharashtra,Food & Beverage,0.9182,1
MSE01438,SNP017,Tamil Nadu,Food & Beverage,0.883,1
MSE01440,SNP007,Arunachal Pradesh,Home & Kitchen,0.6739,1
MSE01441,SNP008,Maharashtra,Services,0.6319,1
MSE01443,SNP008,Uttarakhand,Services,0.856,1
MSE01445,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7122,1
MSE01446,SNP006,Karnataka,Handicrafts & Handloom,0.7856,1
MSE01450,SNP002,Assam,Electronics,0.6247,1
MSE01453,SNP008,Uttar Pradesh,Services,0.8177,1
MSE01454,SNP020,Rajasthan,Services,0.8888,1
MSE01460,SNP012,Uttar Pradesh,Agriculture,0.6377,1
MSE01461,SNP007,Telangana,Home & Kitchen,0.756,1
MSE01462,SNP007,Delhi,Fashion,0.663,1
MSE01464,SNP007,Maharashtra,Fashion,0.8473,1
MSE01465,SNP004,Telangana,Food & Beverage,0.7478,1
MSE01466,SNP008,Andhra Pradesh,Services,0.7959,1
MSE01467,SNP004,Karnataka,Agriculture,0.6663,1
MSE01468,SNP007,Gujarat,Fashion,0.8738,1
MSE01470,SNP007,Meghalaya,Home & Kitchen,0.6997,1
MSE01472,SNP024,Goa,Food & Beverage,0.6826,1
MSE01473,SNP020,Maharashtra,Agriculture,0.7923,1
MSE01476,SNP007,Maharashtra,Fashion,0.6308,1
MSE01477,SNP007,Punjab,Home & Kitchen,0.6975,1
MSE01482,SNP002,Meghalaya,Electronics,0.8196,1
MSE01484,SNP024,West Bengal,Food & Beverage,0.7024,1
MSE01485,SNP002,Nagaland,Electronics,0.8119,1
MSE01490,SNP012,Punjab,Agriculture,0.7556,1
MSE01491,SNP024,Rajasthan,Food & Beverage,0.8849,1
MSE01492,SNP002,West Bengal,Electronics,0.7179,1
MSE01493,SNP024,Madhya Pradesh,Food & Beverage,0.6265,1
MSE01494,SNP007,Andhra Pradesh,Home & Kitchen,0.9113,1
MSE01498,SNP006,Kerala,Handicrafts & Handloom,0.8811,1
MSE01499,SNP011,Madhya Pradesh,Agriculture,0.7041,1
MSE01503,SNP007,Delhi,Fashion,0.8529,1
MSE01508,SNP008,Uttar Pradesh,Services,0.8538,1
MSE01509,SNP007,Andhra Pradesh,Home & Kitchen,0.7518,1
MSE01510,SNP006,Maharashtra,Handicrafts & Handloom,0.8185,1
MSE01511,SNP008,Andhra Pradesh,Services,0.6504,1
MSE01515,SNP012,Uttar Pradesh,Agriculture,0.6357,1
MSE01516,SNP004,Telangana,Agriculture,0.621,1
MSE01520,SNP007,Tamil Nadu,Home & Kitchen,0.6522,1
MSE01521,SNP007,Telangana,Beauty & Personal Care,0.644,1
MSE01525,SNP025,Maharashtra,Electronics,0.7634,1
MSE01530,SNP024,Uttar Pradesh,Food & Beverage,0.8435,1
MSE01533,SNP024,Andhra Pradesh,Food & Beverage,0.78,1
MSE01534,SNP024,Uttar Pradesh,Food & Beverage,0.8104,1
MSE01539,SNP004,Telangana,Food & Beverage,0.866,1
MSE01540,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7738,1
MSE01542,SNP024,Tripura,Food & Beverage,0.8958,1
MSE01543,SNP024,Himachal Pradesh,Food & Beverage,0.6917,1
MSE01544,SNP023,Karnataka,Services,0.8256,1
MSE01546,SNP007,Gujarat,Home & Kitchen,0.7389,1
MSE01547,SNP007,Gujarat,Fashion,0.8823,1
MSE01549,SNP007,Karnataka,Fashion,0.7449,1
MSE01551,SNP004,Delhi,Agriculture,0.6733,1
MSE01553,SNP004,West Bengal,Agriculture,0.7467,1
MSE01557,SNP007,Uttar Pradesh,Beauty & Personal Care,0.8087,1
MSE01558,SNP007,Uttar Pradesh,Fashion,0.6307,1
MSE01560,SNP007,Gujarat,Fashion,0.8645,1
MSE01561,SNP024,Haryana,Food & Beverage,0.8402,1
MSE01564,SNP006,Rajasthan,Handicrafts & Handloom,0.8905,1
MSE01565,SNP007,Maharashtra,Fashion,0.6202,1
MSE01567,SNP024,Madhya Pradesh,Food & Beverage,0.8325,1
MSE01569,SNP017,Tamil Nadu,Food & Beverage,0.866,1
MSE01570,SNP007,Punjab,Fashion,0.9162,1
MSE01571,SNP006,Bihar,Handicrafts & Handloom,0.8688,1
MSE01572,SNP024,Rajasthan,Food & Beverage,0.7632,1
MSE01573,SNP004,West Bengal,Agriculture,0.7972,1
MSE01575,SNP007,Bihar,Home & Kitchen,0.7315,1
MSE01577,SNP004,Odisha,Agriculture,0.8681,1
MSE01581,SNP024,Rajasthan,Food & Beverage,0.6797,1
MSE01582,SNP017,Karnataka,Food & Beverage,0.8169,1
MSE01583,SNP006,Madhya Pradesh,Handicrafts & Handloom,0.8486,1
MSE01585,SNP002,Kerala,Electronics,0.8215,1
MSE01588,SNP007,Tamil Nadu,Home & Kitchen,0.9052,1
MSE01590,SNP008,Assam,Services,0.7306,1
MSE01592,SNP024,Maharashtra,Food & Beverage,0.8104,1
MSE01594,SNP024,Manipur,Food & Beverage,0.924,1
MSE01595,SNP020,Maharashtra,Agriculture,0.62,1
MSE01598,SNP008,Punjab,Services,0.9227,1
MSE01599,SNP007,Kerala,Home & Kitchen,0.9342,1
MSE01600,SNP007,Uttar Pradesh,Home & Kitchen,0.6564,1
MSE01601,SNP007,Assam,Fashion,0.743,1
MSE01606,SNP024,Maharashtra,Food & Beverage,0.7565,1
MSE01607,SNP007,Gujarat,Beauty & Personal Care,0.8864,1
MSE01609,SNP024,Maharashtra,Food & Beverage,0.8088,1
MSE01611,SNP007,Rajasthan,Fashion,0.753,1
MSE01615,SNP007,Tamil Nadu,Fashion,0.7697,1
MSE01617,SNP007,Kerala,Fashion,0.8553,1
MSE01618,SNP020,Rajasthan,Services,0.6376,1
MSE01619,SNP024,Himachal Pradesh,Food & Beverage,0.913,1
MSE01621,SNP007,Tamil Nadu,Home & Kitchen,0.6858,1
MSE01627,SNP017,Karnataka,Food & Beverage,0.8824,1
MSE01629,SNP002,Bihar,Electronics,0.9204,1
MSE01631,SNP024,Bihar,Food & Beverage,0.8387,1
MSE01633,SNP024,Tripura,Food & Beverage,0.9105,1
MSE01635,SNP002,Chhattisgarh,Electronics,0.8902,1
MSE01637,SNP008,Madhya Pradesh,Services,0.738,1
MSE01642,SNP007,Uttar Pradesh,Fashion,0.86,1
MSE01644,SNP024,Maharashtra,Food & Beverage,0.8395,1
MSE01647,SNP008,Assam,Services,0.8456,1
MSE01649,SNP007,Kerala,Fashion,0.9381,1
MSE01650,SNP012,Uttar Pradesh,Agriculture,0.8118,1
MSE01652,SNP024,Uttar Pradesh,Food & Beverage,0.8413,1
MSE01653,SNP024,Maharashtra,Food & Beverage,0.7446,1
MSE01655,SNP004,Karnataka,Agriculture,0.6699,1
MSE01659,SNP007,Karnataka,Beauty & Personal Care,0.8011,1
MSE01661,SNP007,Bihar,Home & Kitchen,0.8396,1
MSE01662,SNP004,Tamil Nadu,Agriculture,0.7316,1
MSE01663,SNP007,Bihar,Home & Kitchen,0.8606,1
MSE01668,SNP007,Maharashtra,Fashion,0.7795,1
MSE01669,SNP004,Bihar,Agriculture,0.8887,1
MSE01670,SNP024,Uttar Pradesh,Food & Beverage,0.7578,1
MSE01673,SNP011,Madhya Pradesh,Agriculture,0.924,1
MSE01677,SNP008,Tamil Nadu,Services,0.6349,1
MSE01678,SNP002,Andhra Pradesh,Electronics,0.8014,1
MSE01680,SNP006,Tamil Nadu,Handicrafts & Handloom,0.6456,1
MSE01682,SNP025,Uttar Pradesh,Electronics,0.6834,1
MSE01683,SNP007,Telangana,Home & Kitchen,0.9058,1
MSE01685,SNP007,Telangana,Home & Kitchen,0.7449,1
MSE01686,SNP007,Maharashtra,Home & Kitchen,0.9064,1
MSE01690,SNP007,Madhya Pradesh,Home & Kitchen,0.6994,1
MSE01691,SNP007,Jharkhand,Beauty & Personal Care,0.6665,1
MSE01692,SNP004,Jammu & Kashmir,Agriculture,0.9044,1
MSE01694,SNP024,Madhya Pradesh,Food & Beverage,0.726,1
MSE01695,SNP006,Gujarat,Handicrafts & Handloom,0.8718,1
MSE01698,SNP025,Uttar Pradesh,Electronics,0.8367,1
MSE01703,SNP007,Uttar Pradesh,Home & Kitchen,0.6843,1
MSE01705,SNP007,Gujarat,Fashion,0.7104,1
MSE01706,SNP007,Gujarat,Beauty & Personal Care,0.832,1
MSE01712,SNP007,Haryana,Beauty & Personal Care,0.7604,1
MSE01719,SNP020,Maharashtra,Agriculture,0.6914,1
MSE01721,SNP007,Uttar Pradesh,Home & Kitchen,0.8614,1
MSE01722,SNP002,Himachal Pradesh,Electronics,0.7922,1
MSE01724,SNP007,Telangana,Home & Kitchen,0.8448,1
MSE01725,SNP024,Uttar Pradesh,Food & Beverage,0.8491,1
MSE01728,SNP008,Assam,Services,0.8941,1
MSE01729,SNP007,Tamil Nadu,Fashion,0.8522,1
MSE01732,SNP024,Gujarat,Food & Beverage,0.9203,1
MSE01734,SNP007,Odisha,Fashion,0.8129,1
MSE01737,SNP024,Uttar Pradesh,Food & Beverage,0.8593,1
MSE01738,SNP024,Gujarat,Food & Beverage,0.7756,1
MSE01740,SNP024,Punjab,Food & Beverage,0.8214,1
MSE01746,SNP007,Madhya Pradesh,Home & Kitchen,0.6247,1
MSE01748,SNP007,West Bengal,Home & Kitchen,0.9062,1
MSE01749,SNP007,Odisha,Fashion,0.6996,1
MSE01750,SNP024,Uttar Pradesh,Food & Beverage,0.7546,1
MSE01753,SNP002,West Bengal,Electronics,0.7675,1
MSE01755,SNP007,Haryana,Beauty & Personal Care,0.734,1
MSE01760,SNP007,Tamil Nadu,Home & Kitchen,0.7325,1
MSE01762,SNP017,Tamil Nadu,Food & Beverage,0.8796,1
MSE01763,SNP024,Rajasthan,Food & Beverage,0.6693,1
MSE01764,SNP025,Karnataka,Electronics,0.8698,1
MSE01765,SNP006,Maharashtra,Handicrafts & Handloom,0.6227,1
MSE01768,SNP007,Rajasthan,Fashion,0.8535,1
MSE01772,SNP017,Karnataka,Food & Beverage,0.8259,1
MSE01776,SNP004,Telangana,Agriculture,0.6771,1
MSE01777,SNP024,West Bengal,Food & Beverage,0.6289,1
MSE01778,SNP007,Maharashtra,Fashion,0.8358,1
MSE01779,SNP004,Karnataka,Agriculture,0.8685,1
MSE01781,SNP024,Assam,Food & Beverage,0.6577,1
MSE01789,SNP007,Kerala,Home & Kitchen,0.7116,1
MSE01793,SNP007,Chhattisgarh,Home & Kitchen,0.8931,1
MSE01795,SNP007,Rajasthan,Home & Kitchen,0.7333,1
MSE01796,SNP017,Karnataka,Food & Beverage,0.743,1
MSE01798,SNP024,Rajasthan,Food & Beverage,0.8607,1
MSE01799,SNP024,Uttar Pradesh,Food & Beverage,0.7634,1
MSE01801,SNP007,Gujarat,Home & Kitchen,0.6707,1
MSE01805,SNP007,Bihar,Home & Kitchen,0.8391,1
MSE01807,SNP007,Madhya Pradesh,Fashion,0.6937,1
MSE01809,SNP007,Telangana,Home & Kitchen,0.6561,1
MSE01811,SNP007,Tamil Nadu,Fashion,0.8517,1
MSE01813,SNP007,Tripura,Fashion,0.6629,1
MSE01814,SNP008,Maharashtra,Services,0.7394,1
MSE01815,SNP007,Uttar Pradesh,Fashion,0.7502,1
MSE01816,SNP004,Goa,Agriculture,0.8487,1
MSE01818,SNP004,Kerala,Agriculture,0.8411,1
MSE01821,SNP008,Meghalaya,Services,0.7557,1
MSE01826,SNP024,Chhattisgarh,Food & Beverage,0.6768,1
MSE01828,SNP008,Maharashtra,Services,0.8091,1
MSE01829,SNP002,Kerala,Electronics,0.9169,1
MSE01830,SNP004,Telangana,Agriculture,0.6365,1
MSE01834,SNP007,Andhra Pradesh,Home & Kitchen,0.6656,1
MSE01835,SNP006,Odisha,Handicrafts & Handloom,0.8215,1
MSE01837,SNP007,Assam,Home & Kitchen,0.7893,1
MSE01843,SNP006,Andhra Pradesh,Handicrafts & Handloom,0.7861,1
MSE01844,SNP011,Rajasthan,Agriculture,0.8918,1
MSE01846,SNP002,Tamil Nadu,Electronics,0.8829,1
MSE01848,SNP017,Tamil Nadu,Food & Beverage,0.7775,1
MSE01856,SNP007,Uttar Pradesh,Home & Kitchen,0.8941,1
MSE01858,SNP007,Uttar Pradesh,Home & Kitchen,0.842,1
MSE01861,SNP004,Delhi,Agriculture,0.9308,1
MSE01863,SNP024,Chhattisgarh,Food & Beverage,0.9015,1
MSE01864,SNP007,Himachal Pradesh,Home & Kitchen,0.6279,1
MSE01865,SNP024,Jharkhand,Food & Beverage,0.663,1
MSE01866,SNP007,Bihar,Beauty & Personal Care,0.766,1
MSE01870,SNP007,Uttar Pradesh,Fashion,0.9386,1
MSE01875,SNP004,West Bengal,Agriculture,0.8793,1
MSE01879,SNP024,Assam,Food & Beverage,0.7571,1
