product_id,mse_id,state,district,category_l1,category_l2,product_name,description,price,quantity,is_handmade
PROD00323,MSE00361,Uttar Pradesh,Agra,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Agra Enterprise 361 in Agra.,3278.13,200 gram,0
PROD00324,MSE02460,West Bengal,Howrah,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Howrah Enterprise 2460 in Howrah.,368.6,1 kg,1
PROD00325,MSE04165,Rajasthan,Jaipur,Beauty & Personal Care,Skincare,Essential Oil,Essential Oil by Jaipur Enterprise 4165 in Jaipur.,619.29,1 kg,0
PROD00326,MSE02587,Karnataka,Belagavi,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Belagavi Enterprise 2587 in Belagavi.,189.32,500 gram,0
PROD00327,MSE04616,Uttar Pradesh,Moradabad,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Moradabad Enterprise 4616 in Moradabad.,2143.35,200 gram,1
PROD00328,MSE00124,Rajasthan,Udaipur,Food & Beverage,Packaged Foods,Papad,Papad by Udaipur Enterprise 124 in Udaipur.,247.8,200 gram,1
PROD00329,MSE04138,Kerala,Kottayam,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Kottayam Enterprise 4138 in Kottayam.,152.73,500 gram,1
PROD00330,MSE03297,Gujarat,Bhavnagar,Fashion,Women's Apparel,Silk Stole,Silk Stole by Bhavnagar Enterprise 3297 in Bhavnagar.,1221.35,500 gram,1
PROD00331,MSE04654,Kerala,Thiruvananthapuram,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Thiruvananthapuram Enterprise 4654 in Thiruvananthapuram.,286.28,1 piece,1
PROD00332,MSE01325,Haryana,Panipat,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Panipat Enterprise 1325 in Panipat.,2494.58,1 piece,0
PROD00333,MSE04440,Rajasthan,Kota,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Kota Enterprise 4440 in Kota.,174.49,250 ml,1
PROD00334,MSE01967,Maharashtra,Pune,Beauty & Personal Care,Skincare,Ayurvedic Balm,Ayurvedic Balm by Pune Enterprise 1967 in Pune.,784.35,1 kg,0
PROD00335,MSE02042,Tamil Nadu,Chennai,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Chennai Enterprise 2042 in Chennai.,141.72,250 ml,1
PROD00336,MSE02171,Uttar Pradesh,Lucknow,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Lucknow Enterprise 2171 in Lucknow.,1769.21,250 ml,0
PROD00337,MSE01474,Rajasthan,Udaipur,Services,Digital Services,Web Development,Web Development by Udaipur Enterprise 1474 in Udaipur.,3823.43,2 piece,0
PROD00338,MSE03895,Haryana,Hisar,Beauty & Personal Care,Skincare,Ayurvedic Balm,Ayurvedic Balm by Hisar Enterprise 3895 in Hisar.,438.65,500 gram,0
PROD00339,MSE03551,Gujarat,Bhavnagar,Food & Beverage,Packaged Foods,Papad,Papad by Bhavnagar Enterprise 3551 in Bhavnagar.,274.12,500 gram,1
PROD00340,MSE00682,Karnataka,Hubballi,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Hubballi Enterprise 682 in Hubballi.,2723.3,250 ml,1
PROD00341,MSE00833,Uttar Pradesh,Moradabad,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Moradabad Enterprise 833 in Moradabad.,139.7,250 ml,0
PROD00342,MSE03655,Madhya Pradesh,Bhopal,Food & Beverage,Packaged Foods,Papad,Papad by Bhopal Enterprise 3655 in Bhopal.,220.79,250 ml,1
PROD00343,MSE03132,West Bengal,Howrah,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Howrah Enterprise 3132 in Howrah.,1292.55,200 gram,1
PROD00344,MSE03096,Tamil Nadu,Coimbatore,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Coimbatore Enterprise 3096 in Coimbatore.,159.41,500 gram,1
PROD00345,MSE04560,West Bengal,Siliguri,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Siliguri Enterprise 4560 in Siliguri.,1843.02,250 ml,0
PROD00346,MSE00680,Rajasthan,Jaipur,Food & Beverage,Packaged Foods,Papad,Papad by Jaipur Enterprise 680 in Jaipur.,249.3,500 gram,1
PROD00347,MSE01713,West Bengal,Kolkata,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Kolkata Enterprise 1713 in Kolkata.,1575.74,500 gram,0
PROD00348,MSE02266,Tamil Nadu,Madurai,Services,Digital Services,Digital Marketing,Digital Marketing by Madurai Enterprise 2266 in Madurai.,3416.8,500 gram,0
PROD00349,MSE00819,Kerala,Kozhikode,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Kozhikode Enterprise 819 in Kozhikode.,309.66,500 gram,1
PROD00350,MSE03611,Karnataka,Belagavi,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Belagavi Enterprise 3611 in Belagavi.,956.75,1 piece,0
PROD00351,MSE02533,Kerala,Kozhikode,Electronics,Mobile & Accessories,Earphones,Earphones by Kozhikode Enterprise 2533 in Kozhikode.,1045.19,250 ml,0
PROD00352,MSE02411,Tamil Nadu,Salem,Services,Digital Services,Web Development,Web Development by Salem Enterprise 2411 in Salem.,4567.5,2 piece,0
PROD00353,MSE04184,Uttar Pradesh,Moradabad,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Moradabad Enterprise 4184 in Moradabad.,840.5,1 kg,1
PROD00354,MSE03007,Kerala,Kozhikode,Services,Digital Services,IT Support,IT Support by Kozhikode Enterprise 3007 in Kozhikode.,4992.92,2 piece,0
PROD00355,MSE02923,Uttar Pradesh,Kanpur Nagar,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Kanpur Nagar Enterprise 2923 in Kanpur Nagar.,159.62,250 ml,1
PROD00356,MSE03008,Uttar Pradesh,Kanpur Nagar,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Kanpur Nagar Enterprise 3008 in Kanpur Nagar.,1150.63,500 gram,1
PROD00357,MSE03224,Maharashtra,Mumbai,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Mumbai Enterprise 3224 in Mumbai.,2160.94,500 gram,0
PROD00358,MSE01757,West Bengal,Kolkata,Electronics,Mobile & Accessories,Earphones,Earphones by Kolkata Enterprise 1757 in Kolkata.,2581.6,500 gram,0
PROD00359,MSE02341,Maharashtra,Aurangabad,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Aurangabad Enterprise 2341 in Aurangabad.,1810.11,500 gram,1
PROD00360,MSE04027,Madhya Pradesh,Indore,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Indore Enterprise 4027 in Indore.,204.62,250 ml,1
PROD00361,MSE01124,Rajasthan,Jodhpur,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Jodhpur Enterprise 1124 in Jodhpur.,996.87,200 gram,0
PROD00362,MSE01648,Uttar Pradesh,Agra,Food & Beverage,Packaged Foods,Papad,Papad by Agra Enterprise 1648 in Agra.,108.97,1 piece,1
PROD00363,MSE00294,Tamil Nadu,Salem,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Salem Enterprise 294 in Salem.,379.7,1 piece,1
PROD00364,MSE00877,Uttar Pradesh,Kanpur Nagar,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Kanpur Nagar Enterprise 877 in Kanpur Nagar.,251.81,1 kg,1
PROD00365,MSE02451,Madhya Pradesh,Ujjain,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Ujjain Enterprise 2451 in Ujjain.,3918.16,250 ml,1
PROD00366,MSE02046,Tamil Nadu,Tiruppur,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Tiruppur Enterprise 2046 in Tiruppur.,237.13,500 gram,0
PROD00367,MSE01869,Madhya Pradesh,Indore,Services,Digital Services,IT Support,IT Support by Indore Enterprise 1869 in Indore.,2311.94,250 ml,0
PROD00368,MSE02485,Maharashtra,Nashik,Services,Digital Services,Web Development,Web Development by Nashik Enterprise 2485 in Nashik.,1558.38,1 kg,0
PROD00369,MSE01328,Gujarat,Rajkot,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Rajkot Enterprise 1328 in Rajkot.,1416.97,2 piece,0
PROD00370,MSE01080,West Bengal,Durgapur,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Durgapur Enterprise 1080 in Durgapur.,857.61,250 ml,1
PROD00371,MSE04635,Maharashtra,Pune,Services,Digital Services,Catalog Design,Catalog Design by Pune Enterprise 4635 in Pune.,3000.75,500 gram,0
PROD00372,MSE01529,Karnataka,Mysuru,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Mysuru Enterprise 1529 in Mysuru.,444.48,1 piece,1
PROD00373,MSE01490,Uttar Pradesh,Lucknow,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Lucknow Enterprise 1490 in Lucknow.,264.02,2 piece,1
PROD00374,MSE04274,Madhya Pradesh,Bhopal,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Bhopal Enterprise 4274 in Bhopal.,3516.19,200 gram,1
PROD00375,MSE04205,Kerala,Thrissur,Food & Beverage,Packaged Foods,Papad,Papad by Thrissur Enterprise 4205 in Thrissur.,104.03,250 ml,1
PROD00376,MSE02372,Gujarat,Ahmedabad,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ahmedabad Enterprise 2372 in Ahmedabad.,2591.13,500 gram,0
PROD00377,MSE04771,Madhya Pradesh,Ujjain,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ujjain Enterprise 4771 in Ujjain.,2553.04,2 piece,0
PROD00378,MSE00158,Gujarat,Ahmedabad,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Ahmedabad Enterprise 158 in Ahmedabad.,3349.54,200 gram,0
PROD00379,MSE00912,Uttar Pradesh,Kanpur Nagar,Food & Beverage,Packaged Foods,Papad,Papad by Kanpur Nagar Enterprise 912 in Kanpur Nagar.,128.31,200 gram,1
PROD00380,MSE04997,Madhya Pradesh,Bhopal,Services,Digital Services,Digital Marketing,Digital Marketing by Bhopal Enterprise 4997 in Bhopal.,2042.1,500 gram,0
PROD00381,MSE03641,Haryana,Hisar,Services,Digital Services,Digital Marketing,Digital Marketing by Hisar Enterprise 3641 in Hisar.,2428.6,1 piece,0
PROD00382,MSE00920,Uttar Pradesh,Kanpur Nagar,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Kanpur Nagar Enterprise 920 in Kanpur Nagar.,112.28,500 gram,1
PROD00383,MSE00954,Maharashtra,Pune,Food & Beverage,Packaged Foods,Papad,Papad by Pune Enterprise 954 in Pune.,369.42,1 kg,1
PROD00384,MSE00236,Maharashtra,Nashik,Agriculture,Seeds,Compost,Compost by Nashik Enterprise 236 in Nashik.,1049.19,1 piece,0
PROD00385,MSE02023,Uttar Pradesh,Kanpur Nagar,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Kanpur Nagar Enterprise 2023 in Kanpur Nagar.,339.91,1 kg,1
PROD00386,MSE03676,Gujarat,Vadodara,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Vadodara Enterprise 3676 in Vadodara.,372.46,1 piece,1
PROD00387,MSE00965,Gujarat,Vadodara,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Vadodara Enterprise 965 in Vadodara.,1907.53,500 gram,1
PROD00388,MSE01166,Kerala,Kozhikode,Electronics,Mobile & Accessories,LED Bulb,LED Bulb by Kozhikode Enterprise 1166 in Kozhikode.,4046.9,2 piece,0
PROD00389,MSE03172,Tamil Nadu,Coimbatore,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Coimbatore Enterprise 3172 in Coimbatore.,2278.6,200 gram,0
PROD00390,MSE00607,Tamil Nadu,Salem,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Salem Enterprise 607 in Salem.,1210.86,250 ml,1
PROD00391,MSE01385,Madhya Pradesh,Indore,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Indore Enterprise 1385 in Indore.,2518.48,1 piece,0
PROD00392,MSE00447,Tamil Nadu,Chennai,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Chennai Enterprise 447 in Chennai.,3147.08,2 piece,0
PROD00393,MSE00929,Kerala,Thiruvananthapuram,Services,Digital Services,Web Development,Web Development by Thiruvananthapuram Enterprise 929 in Thiruvananthapuram.,2506.75,500 gram,0
PROD00394,MSE03974,Uttar Pradesh,Agra,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Agra Enterprise 3974 in Agra.,1015.83,250 ml,1
PROD00395,MSE01934,Maharashtra,Nagpur,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Nagpur Enterprise 1934 in Nagpur.,811.09,1 piece,1
PROD00396,MSE02029,Haryana,Faridabad,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Faridabad Enterprise 2029 in Faridabad.,3042.46,1 kg,0
PROD00397,MSE04918,Rajasthan,Udaipur,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Udaipur Enterprise 4918 in Udaipur.,2359.13,250 ml,1
PROD00398,MSE03523,Kerala,Kozhikode,Food & Beverage,Packaged Foods,Papad,Papad by Kozhikode Enterprise 3523 in Kozhikode.,391.12,1 piece,1
PROD00399,MSE01213,West Bengal,Durgapur,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Durgapur Enterprise 1213 in Durgapur.,3187.18,250 ml,0
PROD00400,MSE03308,Gujarat,Vadodara,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Vadodara Enterprise 3308 in Vadodara.,496.7,1 kg,0
PROD00401,MSE00416,Gujarat,Ahmedabad,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Ahmedabad Enterprise 416 in Ahmedabad.,4479.82,1 piece,1
PROD00402,MSE00188,Madhya Pradesh,Gwalior,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Gwalior Enterprise 188 in Gwalior.,1856.71,500 gram,1
PROD00403,MSE00675,Haryana,Hisar,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Hisar Enterprise 675 in Hisar.,419.45,2 piece,1
PROD00404,MSE03346,Kerala,Ernakulam,Electronics,Mobile & Accessories,Earphones,Earphones by Ernakulam Enterprise 3346 in Ernakulam.,8737.77,1 piece,0
PROD00405,MSE03379,Haryana,Panipat,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Panipat Enterprise 3379 in Panipat.,893.6,1 kg,1
PROD00406,MSE01694,Uttar Pradesh,Kanpur Nagar,Agriculture,Seeds,Compost,Compost by Kanpur Nagar Enterprise 1694 in Kanpur Nagar.,1033.81,2 piece,0
PROD00407,MSE03640,West Bengal,Asansol,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Asansol Enterprise 3640 in Asansol.,1726.39,1 piece,1
PROD00408,MSE04698,West Bengal,Howrah,Food & Beverage,Packaged Foods,Papad,Papad by Howrah Enterprise 4698 in Howrah.,156.22,200 gram,1
PROD00409,MSE01661,Kerala,Thiruvananthapuram,Fashion,Women's Apparel,Silk Stole,Silk Stole by Thiruvananthapuram Enterprise 1661 in Thiruvananthapuram.,2652.17,1 piece,1
PROD00410,MSE02425,Gujarat,Rajkot,Services,Digital Services,Web Development,Web Development by Rajkot Enterprise 2425 in Rajkot.,4013.49,250 ml,0
PROD00411,MSE03166,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Nashik Enterprise 3166 in Nashik.,191.33,2 piece,1
PROD00412,MSE01338,Uttar Pradesh,Agra,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Agra Enterprise 1338 in Agra.,1564.93,1 piece,1
PROD00413,MSE00755,Tamil Nadu,Madurai,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Madurai Enterprise 755 in Madurai.,285.1,2 piece,1
PROD00414,MSE02351,Haryana,Hisar,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Hisar Enterprise 2351 in Hisar.,336.86,250 ml,1
PROD00415,MSE04196,Madhya Pradesh,Jabalpur,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Jabalpur Enterprise 4196 in Jabalpur.,429.47,250 ml,0
PROD00416,MSE00452,Gujarat,Ahmedabad,Food & Beverage,Packaged Foods,Papad,Papad by Ahmedabad Enterprise 452 in Ahmedabad.,377.5,1 kg,1
PROD00417,MSE01605,Haryana,Faridabad,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Faridabad Enterprise 1605 in Faridabad.,3442.94,1 piece,0
PROD00418,MSE01272,Haryana,Gurugram,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Gurugram Enterprise 1272 in Gurugram.,959.39,2 piece,0
PROD00419,MSE01443,Kerala,Ernakulam,Food & Beverage,Packaged Foods,Papad,Papad by Ernakulam Enterprise 1443 in Ernakulam.,415.91,1 kg,1
PROD00420,MSE00218,Gujarat,Surat,Services,Digital Services,Catalog Design,Catalog Design by Surat Enterprise 218 in Surat.,3247.69,250 ml,0
PROD00421,MSE02697,Uttar Pradesh,Kanpur Nagar,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Kanpur Nagar Enterprise 2697 in Kanpur Nagar.,617.93,200 gram,0
PROD00422,MSE04825,Madhya Pradesh,Ujjain,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Ujjain Enterprise 4825 in Ujjain.,1463.51,500 gram,1
PROD00423,MSE03305,Uttar Pradesh,Moradabad,Food & Beverage,Packaged Foods,Papad,Papad by Moradabad Enterprise 3305 in Moradabad.,161.68,1 kg,1
PROD00424,MSE04402,West Bengal,Asansol,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Asansol Enterprise 4402 in Asansol.,1750.92,2 piece,0
PROD00425,MSE02282,Haryana,Faridabad,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Faridabad Enterprise 2282 in Faridabad.,825.45,200 gram,1
PROD00426,MSE01927,Kerala,Kozhikode,Food & Beverage,Packaged Foods,Papad,Papad by Kozhikode Enterprise 1927 in Kozhikode.,291.83,200 gram,1
PROD00427,MSE01510,Gujarat,Ahmedabad,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Ahmedabad Enterprise 1510 in Ahmedabad.,301.93,1 piece,0
PROD00428,MSE00705,Gujarat,Vadodara,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Vadodara Enterprise 705 in Vadodara.,233.22,500 gram,1
PROD00429,MSE02655,Karnataka,Belagavi,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Belagavi Enterprise 2655 in Belagavi.,2057.89,500 gram,1
PROD00430,MSE00996,Kerala,Thrissur,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Thrissur Enterprise 996 in Thrissur.,2041.99,200 gram,1
PROD00431,MSE01702,Rajasthan,Jaipur,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Jaipur Enterprise 1702 in Jaipur.,361.49,1 piece,1
PROD00432,MSE03813,Uttar Pradesh,Lucknow,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Lucknow Enterprise 3813 in Lucknow.,345.76,2 piece,1
PROD00433,MSE02885,Haryana,Faridabad,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Faridabad Enterprise 2885 in Faridabad.,361.72,1 kg,1
PROD00434,MSE01862,Uttar Pradesh,Agra,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Agra Enterprise 1862 in Agra.,1121.84,500 gram,0
PROD00435,MSE03322,Kerala,Thiruvananthapuram,Food & Beverage,Packaged Foods,Papad,Papad by Thiruvananthapuram Enterprise 3322 in Thiruvananthapuram.,296.65,500 gram,1
PROD00436,MSE03066,Karnataka,Bengaluru Urban,Beauty & Personal Care,Skincare,Ayurvedic Balm,Ayurvedic Balm by Bengaluru Urban Enterprise 3066 in Bengaluru Urban.,1607.38,500 gram,0
PROD00437,MSE02621,Karnataka,Mysuru,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Mysuru Enterprise 2621 in Mysuru.,1479.83,1 kg,0
PROD00438,MSE00394,Haryana,Panipat,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Panipat Enterprise 394 in Panipat.,112.78,200 gram,1
PROD00439,MSE02365,Madhya Pradesh,Jabalpur,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Jabalpur Enterprise 2365 in Jabalpur.,2155.35,200 gram,0
PROD00440,MSE04782,Karnataka,Hubballi,Electronics,Mobile & Accessories,Power Adapter,Power Adapter by Hubballi Enterprise 4782 in Hubballi.,3176.38,1 piece,0
PROD00441,MSE04217,Gujarat,Bhavnagar,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Bhavnagar Enterprise 4217 in Bhavnagar.,1525.05,1 kg,0
PROD00442,MSE04865,Gujarat,Ahmedabad,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Ahmedabad Enterprise 4865 in Ahmedabad.,156.35,250 ml,1
PROD00443,MSE03112,Uttar Pradesh,Moradabad,Services,Digital Services,Web Development,Web Development by Moradabad Enterprise 3112 in Moradabad.,2799.11,1 kg,0
PROD00444,MSE01574,Madhya Pradesh,Gwalior,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Gwalior Enterprise 1574 in Gwalior.,2751.28,500 gram,0
PROD00445,MSE02113,Uttar Pradesh,Lucknow,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Lucknow Enterprise 2113 in Lucknow.,3457.57,1 kg,1
PROD00446,MSE03521,Tamil Nadu,Coimbatore,Services,Digital Services,Web Development,Web Development by Coimbatore Enterprise 3521 in Coimbatore.,5361.19,250 ml,0
PROD00447,MSE04694,Tamil Nadu,Coimbatore,Services,Digital Services,Digital Marketing,Digital Marketing by Coimbatore Enterprise 4694 in Coimbatore.,4802.67,2 piece,0
PROD00448,MSE04309,Maharashtra,Aurangabad,Services,Digital Services,Digital Marketing,Digital Marketing by Aurangabad Enterprise 4309 in Aurangabad.,5761.74,500 gram,0
PROD00449,MSE00925,Kerala,Thrissur,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Thrissur Enterprise 925 in Thrissur.,647.02,250 ml,1
PROD00450,MSE00078,Kerala,Kottayam,Electronics,Mobile & Accessories,Earphones,Earphones by Kottayam Enterprise 78 in Kottayam.,6001.47,1 piece,0
PROD00451,MSE02143,Gujarat,Vadodara,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Vadodara Enterprise 2143 in Vadodara.,645.75,250 ml,0
PROD00452,MSE03807,Rajasthan,Bikaner,Services,Digital Services,IT Support,IT Support by Bikaner Enterprise 3807 in Bikaner.,815.43,250 ml,0
PROD00453,MSE02398,Kerala,Thiruvananthapuram,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Thiruvananthapuram Enterprise 2398 in Thiruvananthapuram.,4249.65,1 kg,1
PROD00454,MSE03040,West Bengal,Kolkata,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Kolkata Enterprise 3040 in Kolkata.,1843.92,250 ml,1
PROD00455,MSE04238,Madhya Pradesh,Indore,Services,Digital Services,Web Development,Web Development by Indore Enterprise 4238 in Indore.,5712.58,200 gram,0
PROD00456,MSE02589,Tamil Nadu,Madurai,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Madurai Enterprise 2589 in Madurai.,2692.11,1 piece,0
PROD00457,MSE04658,Madhya Pradesh,Bhopal,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Bhopal Enterprise 4658 in Bhopal.,2522.49,500 gram,1
PROD00458,MSE00106,Haryana,Ambala,Agriculture,Seeds,Compost,Compost by Ambala Enterprise 106 in Ambala.,1007.61,250 ml,0
PROD00459,MSE00459,Rajasthan,Udaipur,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Udaipur Enterprise 459 in Udaipur.,7409.25,200 gram,0
PROD00460,MSE04073,West Bengal,Siliguri,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Siliguri Enterprise 4073 in Siliguri.,295.03,200 gram,1
PROD00461,MSE02158,West Bengal,Asansol,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Asansol Enterprise 2158 in Asansol.,113.92,2 piece,1
PROD00462,MSE00358,Kerala,Thiruvananthapuram,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Thiruvananthapuram Enterprise 358 in Thiruvananthapuram.,178.7,250 ml,1
PROD00463,MSE03844,Karnataka,Hubballi,Electronics,Mobile & Accessories,LED Bulb,LED Bulb by Hubballi Enterprise 3844 in Hubballi.,8523.39,500 gram,0
PROD00464,MSE01021,West Bengal,Howrah,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Howrah Enterprise 1021 in Howrah.,118.54,250 ml,1
PROD00465,MSE02373,Haryana,Ambala,Food & Beverage,Packaged Foods,Papad,Papad by Ambala Enterprise 2373 in Ambala.,400.18,200 gram,1
PROD00466,MSE03554,Rajasthan,Jodhpur,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Jodhpur Enterprise 3554 in Jodhpur.,2025.07,200 gram,1
PROD00467,MSE04959,Uttar Pradesh,Varanasi,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Varanasi Enterprise 4959 in Varanasi.,767.02,500 gram,1
PROD00468,MSE02865,Uttar Pradesh,Varanasi,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Varanasi Enterprise 2865 in Varanasi.,85.66,200 gram,1
PROD00469,MSE00559,West Bengal,Asansol,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Asansol Enterprise 559 in Asansol.,2496.33,200 gram,1
PROD00470,MSE00042,Uttar Pradesh,Moradabad,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Moradabad Enterprise 42 in Moradabad.,2851.62,1 piece,0
PROD00471,MSE03264,Gujarat,Bhavnagar,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Bhavnagar Enterprise 3264 in Bhavnagar.,419.84,1 piece,1
PROD00472,MSE01627,Haryana,Panipat,Services,Digital Services,Catalog Design,Catalog Design by Panipat Enterprise 1627 in Panipat.,5001.78,1 piece,0
PROD00473,MSE02045,Madhya Pradesh,Jabalpur,Services,Digital Services,Web Development,Web Development by Jabalpur Enterprise 2045 in Jabalpur.,5901.83,2 piece,0
PROD00474,MSE04869,Maharashtra,Mumbai,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Mumbai Enterprise 4869 in Mumbai.,3076.09,250 ml,0
PROD00475,MSE04219,Tamil Nadu,Chennai,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Chennai Enterprise 4219 in Chennai.,3315.79,1 piece,1
PROD00476,MSE00610,Karnataka,Bengaluru Urban,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Bengaluru Urban Enterprise 610 in Bengaluru Urban.,1956.79,1 kg,1
PROD00477,MSE04366,Rajasthan,Kota,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Kota Enterprise 4366 in Kota.,578.03,250 ml,0
PROD00478,MSE03486,Tamil Nadu,Coimbatore,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Coimbatore Enterprise 3486 in Coimbatore.,825.8,500 gram,0
